scenario_id,behavioral_family,chat_id,turn_number,user_message,expected_behavior,actual_parsed_state,actual_active_state,response_summary,returned_product_ids,hard_constraints,soft_preferences,pass_status,failure_category,diagnostic_notes,http_status,elapsed_seconds,product_price_evidence
S026,CONSTRAINT_REPLACEMENT,111,2,Make them white instead.,Replace black with white and remove obsolete black constraint.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [""white""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes in white"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Shoes - Colour: white - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B0C62MD9JY"", ""B07D8NRTXC"", ""B07Q2347GD"", ""B008F7E9G6"", ""B097FTZHMR"", ""B07L4ZR5BB"", ""B0BF14Z9DZ"", ""B084TN7QDQ"", ""B07RTML8Q7"", ""B07DD7WXYB""]","{""categories"": [""Shoes""], ""colors"": [""white""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,3.958204,"[{""product_id"": ""B0C62MD9JY"", ""numeric_db_price"": 99.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07D8NRTXC"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07Q2347GD"", ""numeric_db_price"": 27.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B008F7E9G6"", ""numeric_db_price"": 27.98, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B097FTZHMR"", ""numeric_db_price"": 50.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07L4ZR5BB"", ""numeric_db_price"": 64.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BF14Z9DZ"", ""numeric_db_price"": 22.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B084TN7QDQ"", ""numeric_db_price"": 14.69, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07RTML8Q7"", ""numeric_db_price"": 109.93, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07DD7WXYB"", ""numeric_db_price"": 16.09, ""reconstructed_card_price"": null, ""price_display"": null}]"
S027,CONSTRAINT_REPLACEMENT,112,1,Show me shoes under $40.,Replace maximum_price 40 with 80.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 40.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes under $40"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Shoes - Maximum price: $40  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07BZGVBF7"", ""B08134XNNB"", ""B09DTQXJDP"", ""B07W5J6XMP"", ""B07JPYSNDP"", ""B09M74TRNM"", ""B00Q2JC290"", ""B09P65M64Z"", ""B07FXWWPN6"", ""B000DZZFUW""]","{""categories"": [""Shoes""], ""maximum_price"": 40.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.386737,"[{""product_id"": ""B07BZGVBF7"", ""numeric_db_price"": 31.62, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08134XNNB"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09DTQXJDP"", ""numeric_db_price"": 23.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07W5J6XMP"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07JPYSNDP"", ""numeric_db_price"": 11.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M74TRNM"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00Q2JC290"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09P65M64Z"", ""numeric_db_price"": 31.15, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07FXWWPN6"", ""numeric_db_price"": 29.71, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B000DZZFUW"", ""numeric_db_price"": 25.27, ""reconstructed_card_price"": null, ""price_display"": null}]"
S027,CONSTRAINT_REPLACEMENT,112,2,Raise the limit to $80.,Replace maximum_price 40 with 80.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 40.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes under $40"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Shoes - Maximum price: $40  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07BZGVBF7"", ""B08134XNNB"", ""B09DTQXJDP"", ""B07W5J6XMP"", ""B07JPYSNDP"", ""B09M74TRNM"", ""B00Q2JC290"", ""B09P65M64Z"", ""B07FXWWPN6"", ""B000DZZFUW""]","{""categories"": [""Shoes""], ""maximum_price"": 40.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,STATE_MEMORY,"Replacement failed: wanted 80, obsolete 40, state={'profile_id': 'account_10_7c280d1d4b3d', 'categories': ['Shoes'], 'brands': [], 'colors': [], 'materials': [], 'sizes': [], 'occasions': [], 'minimum_price': None, 'maximum_price': 40.0, 'currency': 'USD', 'destination': None, 'timeframe': None, 'top_brand_mode': False, 'active_request_text': 'Shoes under $40', 'memory_version': 'active_request_memory_v1', '_pending_bridge_version': 'chat_pending_bridge_v1'}.",200,2.305122,"[{""product_id"": ""B07BZGVBF7"", ""numeric_db_price"": 31.62, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08134XNNB"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09DTQXJDP"", ""numeric_db_price"": 23.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07W5J6XMP"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07JPYSNDP"", ""numeric_db_price"": 11.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M74TRNM"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00Q2JC290"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09P65M64Z"", ""numeric_db_price"": 31.15, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07FXWWPN6"", ""numeric_db_price"": 29.71, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B000DZZFUW"", ""numeric_db_price"": 25.27, ""reconstructed_card_price"": null, ""price_display"": null}]"
S028,CONSTRAINT_REPLACEMENT,113,1,Show me Nike shoes.,Replace shoes with t-shirts and remove obsolete shoe goal constraints.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Shoes - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B01HZR3P02"", ""B078H9Z1S5"", ""B01MRC85DW"", ""B08XX28VQ9"", ""B00P927FTI"", ""B01LWRFXMD"", ""B01MUHRR8I""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.096749,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00P927FTI"", ""numeric_db_price"": 105.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01LWRFXMD"", ""numeric_db_price"": 197.5, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MUHRR8I"", ""numeric_db_price"": 69.95, ""reconstructed_card_price"": null, ""price_display"": null}]"
S028,CONSTRAINT_REPLACEMENT,113,2,Actually I want t-shirts.,Replace shoes with t-shirts and remove obsolete shoe goal constraints.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""T-Shirts Shirts from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}","I updated your previous shopping request.  - Product: T-Shirts, Shirts - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.","[""B07GXBNJ7N"", ""B06Y46488Y"", ""B071CXS181"", ""B06Y4BVY5P"", ""B004TZOEF4"", ""B0B99M7KRF"", ""B0B8QMPV34"", ""B00LQMUFNI"", ""B08WH9SH8Z"", ""B08F6FMNYP""]","{""categories"": [""T-Shirts"", ""Shirts""], ""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.284501,"[{""product_id"": ""B07GXBNJ7N"", ""numeric_db_price"": 39.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B06Y46488Y"", ""numeric_db_price"": 24.52, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B071CXS181"", ""numeric_db_price"": 59.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B06Y4BVY5P"", ""numeric_db_price"": 25.98, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B004TZOEF4"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B99M7KRF"", ""numeric_db_price"": 25.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0B8QMPV34"", ""numeric_db_price"": 23.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00LQMUFNI"", ""numeric_db_price"": 55.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08WH9SH8Z"", ""numeric_db_price"": 35.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08F6FMNYP"", ""numeric_db_price"": 32.91, ""reconstructed_card_price"": null, ""price_display"": null}]"
S029,CONSTRAINT_RELAXATION,114,1,Show me black shoes.,Clear only the colour constraint.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [""black""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes in black"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Shoes - Colour: black - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07FXWWPN6"", ""B07D8NRTXC"", ""B0C4LT6VYD"", ""B00WQ4DIYI"", ""B0C49D8R7P"", ""B07Q2347GD"", ""B0C4LJGW26"", ""B002G9UFNK"", ""B096DWNW67"", ""B008F7E9G6""]","{""categories"": [""Shoes""], ""colors"": [""black""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,4.413768,"[{""product_id"": ""B07FXWWPN6"", ""numeric_db_price"": 29.71, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07D8NRTXC"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4LT6VYD"", ""numeric_db_price"": 24.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00WQ4DIYI"", ""numeric_db_price"": 45.2, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C49D8R7P"", ""numeric_db_price"": 17.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07Q2347GD"", ""numeric_db_price"": 27.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4LJGW26"", ""numeric_db_price"": 33.36, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B002G9UFNK"", ""numeric_db_price"": 8.85, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B096DWNW67"", ""numeric_db_price"": 55.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B008F7E9G6"", ""numeric_db_price"": 27.98, ""reconstructed_card_price"": null, ""price_display"": null}]"
S029,CONSTRAINT_RELAXATION,114,2,Any colour is fine.,Clear only the colour constraint.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [""black""], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes in black"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Shoes - Colour: black - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07FXWWPN6"", ""B07D8NRTXC"", ""B0C4LT6VYD"", ""B00WQ4DIYI"", ""B0C49D8R7P"", ""B07Q2347GD"", ""B0C4LJGW26"", ""B002G9UFNK"", ""B096DWNW67"", ""B008F7E9G6""]","{""categories"": [""Shoes""], ""colors"": [""black""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,STATE_MEMORY,Named constraint colors was not cleared.,200,4.1978,"[{""product_id"": ""B07FXWWPN6"", ""numeric_db_price"": 29.71, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07D8NRTXC"", ""numeric_db_price"": 21.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4LT6VYD"", ""numeric_db_price"": 24.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00WQ4DIYI"", ""numeric_db_price"": 45.2, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C49D8R7P"", ""numeric_db_price"": 17.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07Q2347GD"", ""numeric_db_price"": 27.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0C4LJGW26"", ""numeric_db_price"": 33.36, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B002G9UFNK"", ""numeric_db_price"": 8.85, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B096DWNW67"", ""numeric_db_price"": 55.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B008F7E9G6"", ""numeric_db_price"": 27.98, ""reconstructed_card_price"": null, ""price_display"": null}]"
S030,CONSTRAINT_RELAXATION,115,1,Show me Nike shoes.,Clear only the brand constraint.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Shoes - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B01HZR3P02"", ""B078H9Z1S5"", ""B01MRC85DW"", ""B08XX28VQ9"", ""B00P927FTI"", ""B01LWRFXMD"", ""B01MUHRR8I""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,1.984011,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00P927FTI"", ""numeric_db_price"": 105.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01LWRFXMD"", ""numeric_db_price"": 197.5, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MUHRR8I"", ""numeric_db_price"": 69.95, ""reconstructed_card_price"": null, ""price_display"": null}]"
S030,CONSTRAINT_RELAXATION,115,2,Any brand is okay.,Clear only the brand constraint.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [""Nike""], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": null, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes from Nike"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Shoes - Brand: Nike - Maximum price: flexible  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07RJTN4CS"", ""B01D3MS79W"", ""B0753J399N"", ""B01HZR3P02"", ""B078H9Z1S5"", ""B01MRC85DW"", ""B08XX28VQ9"", ""B00P927FTI"", ""B01LWRFXMD"", ""B01MUHRR8I""]","{""categories"": [""Shoes""], ""brands"": [""Nike""], ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,STATE_MEMORY,Named constraint brands was not cleared.,200,1.968866,"[{""product_id"": ""B07RJTN4CS"", ""numeric_db_price"": 74.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01D3MS79W"", ""numeric_db_price"": 29.76, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0753J399N"", ""numeric_db_price"": 44.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01HZR3P02"", ""numeric_db_price"": 99.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B078H9Z1S5"", ""numeric_db_price"": 103.59, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MRC85DW"", ""numeric_db_price"": 73.93, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08XX28VQ9"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00P927FTI"", ""numeric_db_price"": 105.97, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01LWRFXMD"", ""numeric_db_price"": 197.5, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B01MUHRR8I"", ""numeric_db_price"": 69.95, ""reconstructed_card_price"": null, ""price_display"": null}]"
S031,CONSTRAINT_RELAXATION,116,1,Show me shoes under $50.,Clear only price constraints.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 50.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes under $50"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I understood your shopping request.  - Product: Shoes - Maximum price: $50  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07BZGVBF7"", ""B08134XNNB"", ""B00DJSRER2"", ""B09DTQXJDP"", ""B07W5J6XMP"", ""B0922DBSLN"", ""B07JPYSNDP"", ""B0BYNY3FQR"", ""B09M74TRNM"", ""B00Q2JC290""]","{""categories"": [""Shoes""], ""maximum_price"": 50.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],PASS,,Observed behavior matched the automated diagnostic expectation.,200,2.325299,"[{""product_id"": ""B07BZGVBF7"", ""numeric_db_price"": 31.62, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08134XNNB"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00DJSRER2"", ""numeric_db_price"": 45.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09DTQXJDP"", ""numeric_db_price"": 23.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07W5J6XMP"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0922DBSLN"", ""numeric_db_price"": 49.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07JPYSNDP"", ""numeric_db_price"": 11.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BYNY3FQR"", ""numeric_db_price"": 42.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M74TRNM"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00Q2JC290"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}]"
S031,CONSTRAINT_RELAXATION,116,2,Ignore the price.,Clear only price constraints.,{},"{""profile_id"": ""account_10_7c280d1d4b3d"", ""categories"": [""Shoes""], ""brands"": [], ""colors"": [], ""materials"": [], ""sizes"": [], ""occasions"": [], ""minimum_price"": null, ""maximum_price"": 50.0, ""currency"": ""USD"", ""destination"": null, ""timeframe"": null, ""top_brand_mode"": false, ""active_request_text"": ""Shoes under $50"", ""memory_version"": ""active_request_memory_v1"", ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",I updated your previous shopping request.  - Product: Shoes - Maximum price: $50  I found 10 exact matches satisfying the current constraints.  Prices are historical dataset prices and may differ from current Amazon prices.,"[""B07BZGVBF7"", ""B08134XNNB"", ""B00DJSRER2"", ""B09DTQXJDP"", ""B07W5J6XMP"", ""B0922DBSLN"", ""B07JPYSNDP"", ""B0BYNY3FQR"", ""B09M74TRNM"", ""B00Q2JC290""]","{""categories"": [""Shoes""], ""maximum_price"": 50.0, ""_pending_bridge_version"": ""chat_pending_bridge_v1""}",[],FAIL,STATE_MEMORY,Named constraint maximum_price was not cleared.,200,2.572495,"[{""product_id"": ""B07BZGVBF7"", ""numeric_db_price"": 31.62, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B08134XNNB"", ""numeric_db_price"": 34.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00DJSRER2"", ""numeric_db_price"": 45.0, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09DTQXJDP"", ""numeric_db_price"": 23.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07W5J6XMP"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0922DBSLN"", ""numeric_db_price"": 49.95, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B07JPYSNDP"", ""numeric_db_price"": 11.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B0BYNY3FQR"", ""numeric_db_price"": 42.9, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B09M74TRNM"", ""numeric_db_price"": 38.99, ""reconstructed_card_price"": null, ""price_display"": null}, {""product_id"": ""B00Q2JC290"", ""numeric_db_price"": 39.99, ""reconstructed_card_price"": null, ""price_display"": null}]"
